,Cam,Police,Visibility,Population,Safety
1150,0,1,4,2,4
1151,0,1,4,2,4
1152,0,1,4,2,4
1153,0,1,4,2,4
1154,0,1,4,2,4
1155,0,1,4,2,4
1156,0,1,4,2,4
1157,0,1,4,2,4
1158,0,1,4,2,4
1159,0,1,4,2,4
1160,0,1,4,2,4
1161,0,1,4,2,4
1162,0,1,4,2,4
1163,0,1,4,2,4
1164,0,1,4,2,4
1165,0,1,4,2,4
1166,0,1,4,2,4
1167,0,1,4,2,4
1168,0,1,4,2,4
1169,0,1,4,2,4
1170,0,1,4,2,4
1171,0,1,4,2,4
1172,0,1,4,2,4
1173,0,1,4,2,4
1174,0,1,4,2,4
1175,0,1,4,2,4
1176,0,1,4,2,4
1177,0,1,4,2,4
1178,0,1,4,2,4
1179,0,1,4,2,4
1180,0,2,0,0,0
1181,0,2,0,0,0
1182,0,2,0,0,0
1183,0,2,0,0,0
1184,0,2,0,0,0
1185,0,2,0,0,0
1186,0,2,0,0,0
1187,0,2,0,0,0
1188,0,2,0,0,0
1189,0,2,0,0,0
1190,0,2,0,0,0
1191,0,2,0,0,0
1192,0,2,0,0,0
1193,0,2,0,0,0
1194,0,2,0,0,0
1195,0,2,0,0,0
1196,0,2,0,0,0
1197,0,2,0,0,0
1198,0,2,0,0,0
1199,0,2,0,0,0
1200,0,2,0,0,0
1201,0,2,0,0,0
1202,0,2,0,0,0
1203,0,2,0,0,0
1204,0,2,0,0,0
1205,0,2,0,0,0
1206,0,2,0,0,0
1207,0,2,0,0,0
1208,0,2,0,0,0
1209,0,2,0,0,0
1210,0,2,0,0,0
1211,0,2,0,0,0
1212,0,2,0,0,0
1213,0,2,0,0,0
1214,0,2,0,0,0
1215,0,2,0,0,0
1216,0,2,0,0,0
1217,0,2,0,0,0
1218,0,2,0,0,0
1219,0,2,0,0,0
1220,0,2,0,0,0
1221,0,2,0,0,0
1222,0,2,0,0,0
1223,0,2,0,0,0
1224,0,2,0,0,0
1225,0,2,0,0,0
1226,0,2,0,0,0
1227,0,2,0,0,0
1228,0,2,0,0,0
1229,0,2,0,0,0
1230,0,2,0,0,0
1231,0,2,0,0,0
1232,0,2,0,0,0
1233,0,2,0,0,0
1234,0,2,0,0,0
1235,0,2,0,0,0
1236,0,2,0,0,0
1237,0,2,0,0,0
1238,0,2,0,0,0
1239,0,2,0,1,1
1240,0,2,0,1,1
1241,0,2,0,1,1
1242,0,2,0,1,1
1243,0,2,0,1,1
1244,0,2,0,1,1
1245,0,2,0,1,1
1246,0,2,0,1,1
1247,0,2,0,1,1
1248,0,2,0,1,1
1249,0,2,0,1,1
1250,0,2,0,1,1
1251,0,2,0,1,1
1252,0,2,0,1,1
1253,0,2,0,1,1
1254,0,2,0,1,1
1255,0,2,0,1,1
1256,0,2,0,1,1
1257,0,2,0,1,1
1258,0,2,0,1,1
1259,0,2,0,1,1
1260,0,2,0,1,1
1261,0,2,0,1,1
1262,0,2,0,1,1
1263,0,2,0,2,1
1264,0,2,0,2,1
1265,0,2,0,2,1
1266,0,2,0,2,1
1267,0,2,0,2,1
1268,0,2,0,2,1
1269,0,2,0,2,1
1270,0,2,0,2,1
1271,0,2,0,2,1
1272,0,2,0,2,1
1273,0,2,0,2,1
1274,0,2,0,2,1
1275,0,2,0,2,1
1276,0,2,0,2,1
1277,0,2,0,2,1
1278,0,2,0,2,1
1279,0,2,0,2,1
1280,0,2,0,2,1
1281,0,2,0,2,1
1282,0,2,0,2,1
1283,0,2,0,2,1
1284,0,2,0,2,1
1285,0,2,0,2,1
1286,0,2,0,2,1
1287,0,2,1,0,0
1288,0,2,1,0,0
1289,0,2,1,0,0
1290,0,2,1,0,0
1291,0,2,1,0,0
1292,0,2,1,0,0
1293,0,2,1,0,0
1294,0,2,1,0,0
1295,0,2,1,0,0
1296,0,2,1,0,0
1297,0,2,1,0,0
1298,0,2,1,0,0
1299,0,2,1,0,0
1300,0,2,1,0,0
1301,0,2,1,0,0
1302,0,2,1,0,0
1303,0,2,1,0,0
1304,0,2,1,0,0
1305,0,2,1,0,0
1306,0,2,1,0,0
1307,0,2,1,0,0
1308,0,2,1,0,0
1309,0,2,1,0,0
1310,0,2,1,0,0
1311,0,2,1,0,0
1312,0,2,1,0,0
1313,0,2,1,0,0
1314,0,2,1,0,0
1315,0,2,1,0,0
1316,0,2,1,0,0
1317,0,2,1,0,0
1318,0,2,1,0,0
1319,0,2,1,0,0
1320,0,2,1,0,0
1321,0,2,1,0,0
1322,0,2,1,0,0
1323,0,2,1,0,0
1324,0,2,1,0,0
1325,0,2,1,0,0
1326,0,2,1,0,0
1327,0,2,1,0,0
1328,0,2,1,0,0
1329,0,2,1,0,0
1330,0,2,1,0,0
1331,0,2,1,0,0
1332,0,2,1,0,0
1333,0,2,1,0,0
1334,0,2,1,0,0
1335,0,2,1,0,0
1336,0,2,1,0,0
1337,0,2,1,0,0
1338,0,2,1,0,0
1339,0,2,1,0,0
1340,0,2,1,0,0
1341,0,2,1,0,0
1342,0,2,1,0,0
1343,0,2,1,0,0
1344,0,2,1,0,0
1345,0,2,1,0,0
1346,0,2,1,1,1
1347,0,2,1,1,1
1348,0,2,1,1,1
1349,0,2,1,1,1
1350,0,2,1,1,1
1351,0,2,1,1,1
1352,0,2,1,1,1
1353,0,2,1,1,1
1354,0,2,1,1,1
1355,0,2,1,1,1
1356,0,2,1,1,1
1357,0,2,1,1,1
1358,0,2,1,1,1
1359,0,2,1,1,1
1360,0,2,1,1,1
1361,0,2,1,1,1
1362,0,2,1,1,1
1363,0,2,1,1,1
1364,0,2,1,1,1
1365,0,2,1,1,1
1366,0,2,1,1,1
1367,0,2,1,1,1
1368,0,2,1,1,1
1369,0,2,1,1,1
1370,0,2,1,2,2
1371,0,2,1,2,2
1372,0,2,1,2,2
1373,0,2,1,2,2
1374,0,2,1,2,2
1375,0,2,1,2,2
1376,0,2,1,2,2
1377,0,2,1,2,2
1378,0,2,1,2,2
1379,0,2,1,2,2
1380,0,2,1,2,2
1381,0,2,1,2,2
1382,0,2,1,2,2
1383,0,2,1,2,2
1384,0,2,1,2,2
1385,0,2,1,2,2
1386,0,2,1,2,2
1387,0,2,1,2,2
1388,0,2,1,2,2
1389,0,2,1,2,2
1390,0,2,1,2,2
1391,0,2,1,2,2
1392,0,2,1,2,2
1393,0,2,1,2,2
1394,0,2,1,2,2
1395,0,2,1,2,2
1396,0,2,2,0,1
1397,0,2,2,0,1
1398,0,2,2,0,1
1399,0,2,2,0,1
1400,0,2,2,0,1
1401,0,2,2,0,1
1402,0,2,2,0,1
1403,0,2,2,0,1
1404,0,2,2,0,1
1405,0,2,2,0,1
1406,0,2,2,0,1
1407,0,2,2,0,1
1408,0,2,2,0,1
1409,0,2,2,0,1
1410,0,2,2,0,1
1411,0,2,2,0,1
1412,0,2,2,0,1
1413,0,2,2,0,1
1414,0,2,2,0,1
1415,0,2,2,0,1
1416,0,2,2,0,1
1417,0,2,2,0,1
1418,0,2,2,0,1
1419,0,2,2,0,1
1420,0,2,2,1,2
1421,0,2,2,1,2
1422,0,2,2,1,2
1423,0,2,2,1,2
1424,0,2,2,1,2
1425,0,2,2,1,2
1426,0,2,2,1,2
1427,0,2,2,1,2
1428,0,2,2,1,2
1429,0,2,2,1,2
1430,0,2,2,1,2
1431,0,2,2,1,2
1432,0,2,2,1,2
1433,0,2,2,1,2
1434,0,2,2,1,2
1435,0,2,2,1,2
1436,0,2,2,1,2
1437,0,2,2,1,2
1438,0,2,2,1,2
1439,0,2,2,1,2
1440,0,2,2,1,2
1441,0,2,2,1,2
1442,0,2,2,1,2
1443,0,2,2,1,2
1444,0,2,2,1,2
1445,0,2,2,1,2
1446,0,2,2,2,2
1447,0,2,2,2,2
1448,0,2,2,2,2
1449,0,2,2,2,2
1450,0,2,2,2,2
1451,0,2,2,2,2
1452,0,2,2,2,2
1453,0,2,2,2,2
1454,0,2,2,2,2
1455,0,2,2,2,2
1456,0,2,2,2,2
1457,0,2,2,2,2
1458,0,2,2,2,2
1459,0,2,2,2,2
1460,0,2,2,2,2
1461,0,2,2,2,2
1462,0,2,2,2,2
1463,0,2,2,2,2
1464,0,2,2,2,2
1465,0,2,2,2,2
1466,0,2,2,2,2
1467,0,2,2,2,2
1468,0,2,2,2,2
1469,0,2,2,2,2
1470,0,2,2,2,2
1471,0,2,2,2,2
1472,0,2,3,0,1
1473,0,2,3,0,1
1474,0,2,3,0,1
1475,0,2,3,0,1
1476,0,2,3,0,1
1477,0,2,3,0,1
1478,0,2,3,0,1
1479,0,2,3,0,1
1480,0,2,3,0,1
1481,0,2,3,0,1
1482,0,2,3,0,1
1483,0,2,3,0,1
1484,0,2,3,0,1
1485,0,2,3,0,1
1486,0,2,3,0,1
1487,0,2,3,0,1
1488,0,2,3,0,1
1489,0,2,3,0,1
1490,0,2,3,0,1
1491,0,2,3,0,1
1492,0,2,3,0,1
1493,0,2,3,0,1
1494,0,2,3,0,1
1495,0,2,3,0,1
1496,0,2,3,1,2
1497,0,2,3,1,2
1498,0,2,3,1,2
1499,0,2,3,1,2
1500,0,2,3,1,2
1501,0,2,3,1,2
1502,0,2,3,1,2
1503,0,2,3,1,2
1504,0,2,3,1,2
1505,0,2,3,1,2
1506,0,2,3,1,2
1507,0,2,3,1,2
1508,0,2,3,1,2
1509,0,2,3,1,2
1510,0,2,3,1,2
1511,0,2,3,1,2
1512,0,2,3,1,2
1513,0,2,3,1,2
1514,0,2,3,1,2
1515,0,2,3,1,2
1516,0,2,3,1,2
1517,0,2,3,1,2
1518,0,2,3,1,2
1519,0,2,3,1,2
1520,0,2,3,1,2
1521,0,2,3,1,2
1522,0,2,3,2,3
1523,0,2,3,2,3
1524,0,2,3,2,3
1525,0,2,3,2,3
1526,0,2,3,2,3
1527,0,2,3,2,3
1528,0,2,3,2,3
1529,0,2,3,2,3
1530,0,2,3,2,3
1531,0,2,3,2,3
1532,0,2,3,2,3
1533,0,2,3,2,3
1534,0,2,3,2,3
1535,0,2,3,2,3
1536,0,2,3,2,3
1537,0,2,3,2,3
1538,0,2,3,2,3
1539,0,2,3,2,3
1540,0,2,3,2,3
1541,0,2,3,2,3
1542,0,2,3,2,3
1543,0,2,3,2,3
1544,0,2,3,2,3
1545,0,2,3,2,3
1546,0,2,3,2,3
1547,0,2,3,2,3
1548,0,2,3,2,3
1549,0,2,3,2,3
1550,0,2,3,2,3
1551,0,2,3,2,3
1552,0,2,3,2,3
1553,0,2,3,2,3
1554,0,2,3,2,3
1555,0,2,3,2,3
1556,0,2,3,2,3
1557,0,2,3,2,3
1558,0,2,3,2,3
1559,0,2,3,2,3
1560,0,2,3,2,3
1561,0,2,3,2,3
1562,0,2,3,2,3
1563,0,2,3,2,3
1564,0,2,3,2,3
1565,0,2,3,2,3
1566,0,2,3,2,3
1567,0,2,3,2,3
1568,0,2,3,2,3
1569,0,2,3,2,3
1570,0,2,3,2,3
1571,0,2,3,2,3
1572,0,2,4,0,2
1573,0,2,4,0,2
1574,0,2,4,0,2
1575,0,2,4,0,2
1576,0,2,4,0,2
1577,0,2,4,0,2
1578,0,2,4,0,2
1579,0,2,4,0,2
1580,0,2,4,0,2
1581,0,2,4,0,2
1582,0,2,4,0,2
1583,0,2,4,0,2
1584,0,2,4,0,2
1585,0,2,4,0,2
1586,0,2,4,0,2
1587,0,2,4,0,2
1588,0,2,4,0,2
1589,0,2,4,0,2
1590,0,2,4,0,2
1591,0,2,4,0,2
1592,0,2,4,0,2
1593,0,2,4,0,2
1594,0,2,4,0,2
1595,0,2,4,0,2
1596,0,2,4,0,2
1597,0,2,4,0,2
1598,0,2,4,1,3
1599,0,2,4,1,3
1600,0,2,4,1,3
1601,0,2,4,1,3
1602,0,2,4,1,3
1603,0,2,4,1,3
1604,0,2,4,1,3
1605,0,2,4,1,3
1606,0,2,4,1,3
1607,0,2,4,1,3
1608,0,2,4,1,3
1609,0,2,4,1,3
1610,0,2,4,1,3
1611,0,2,4,1,3
1612,0,2,4,1,3
1613,0,2,4,1,3
1614,0,2,4,1,3
1615,0,2,4,1,3
1616,0,2,4,1,3
1617,0,2,4,1,3
1618,0,2,4,1,3
1619,0,2,4,1,3
1620,0,2,4,1,3
1621,0,2,4,1,3
1622,0,2,4,1,3
1623,0,2,4,1,3
1624,0,2,4,1,3
1625,0,2,4,1,3
1626,0,2,4,1,3
1627,0,2,4,1,3
1628,0,2,4,1,3
1629,0,2,4,1,3
1630,0,2,4,1,3
1631,0,2,4,1,3
1632,0,2,4,1,3
1633,0,2,4,1,3
1634,0,2,4,1,3
1635,0,2,4,1,3
1636,0,2,4,1,3
1637,0,2,4,1,3
1638,0,2,4,1,3
1639,0,2,4,1,3
1640,0,2,4,1,3
1641,0,2,4,1,3
1642,0,2,4,1,3
1643,0,2,4,1,3
1644,0,2,4,1,3
1645,0,2,4,1,3
1646,0,2,4,1,3
1647,0,2,4,1,3
1648,0,2,4,2,4
1649,0,2,4,2,4
1650,0,2,4,2,4
1651,0,2,4,2,4
1652,0,2,4,2,4
1653,0,2,4,2,4
1654,0,2,4,2,4
1655,0,2,4,2,4
1656,0,2,4,2,4
1657,0,2,4,2,4
1658,0,2,4,2,4
1659,0,2,4,2,4
1660,0,2,4,2,4
1661,0,2,4,2,4
1662,0,2,4,2,4
1663,0,2,4,2,4
1664,0,2,4,2,4
1665,0,2,4,2,4
1666,0,2,4,2,4
1667,0,2,4,2,4
1668,0,2,4,2,4
1669,0,2,4,2,4
1670,0,2,4,2,4
1671,0,2,4,2,4
1672,0,2,4,2,4
1673,0,2,4,2,4
1674,0,2,4,2,4
1675,0,2,4,2,4
1676,0,2,4,2,4
1677,0,2,4,2,4
1678,0,2,4,2,4
1679,0,2,4,2,4
1680,0,2,4,2,4
1681,0,2,4,2,4
1682,0,2,4,2,4
1683,0,2,4,2,4
1684,0,2,4,2,4
1685,0,2,4,2,4
1686,0,2,4,2,4
1687,0,2,4,2,4
1688,0,2,4,2,4
1689,0,2,4,2,4
1690,0,2,4,2,4
1691,0,2,4,2,4
1692,0,2,4,2,4
1693,0,2,4,2,4
1694,0,2,4,2,4
1695,0,2,4,2,4
1696,0,2,4,2,4
1697,0,2,4,2,4
1698,0,2,4,2,4
1699,0,2,4,2,4
1700,0,2,4,2,4
1701,0,2,4,2,4
1702,0,2,4,2,4
1703,0,2,4,2,4
1704,1,0,0,0,0
1705,1,0,0,0,0
1706,1,0,0,0,0
1707,1,0,0,0,0
1708,1,0,0,0,0
1709,1,0,0,0,0
1710,1,0,0,0,0
1711,1,0,0,0,0
1712,1,0,0,0,0
1713,1,0,0,0,0
1714,1,0,0,0,0
1715,1,0,0,0,0
1716,1,0,0,0,0
1717,1,0,0,0,0
1718,1,0,0,0,0
1719,1,0,0,0,0
1720,1,0,0,0,0
1721,1,0,0,0,0
1722,1,0,0,0,0
1723,1,0,0,0,0
1724,1,0,0,0,0
1725,1,0,0,0,0
1726,1,0,0,0,0
1727,1,0,0,0,0
1728,1,0,0,0,0
1729,1,0,0,0,0
1730,1,0,0,0,0
1731,1,0,0,0,0
1732,1,0,0,0,0
1733,1,0,0,0,0
1734,1,0,0,0,0
1735,1,0,0,0,0
1736,1,0,0,0,0
1737,1,0,0,0,0
1738,1,0,0,0,0
1739,1,0,0,0,0
1740,1,0,0,0,0
1741,1,0,0,0,0
1742,1,0,0,0,0
1743,1,0,0,0,0
1744,1,0,0,0,0
1745,1,0,0,0,0
1746,1,0,0,0,0
1747,1,0,0,0,0
1748,1,0,0,0,0
1749,1,0,0,0,0
1750,1,0,0,0,0
1751,1,0,0,0,0
1752,1,0,0,0,0
1753,1,0,0,0,0
1754,1,0,0,0,0
1755,1,0,0,0,0
1756,1,0,0,0,0
1757,1,0,0,0,0
1758,1,0,0,0,0
1759,1,0,0,0,0
1760,1,0,0,0,0
1761,1,0,0,0,0
1762,1,0,0,0,0
1763,1,0,0,1,0
1764,1,0,0,1,0
1765,1,0,0,1,0
1766,1,0,0,1,0
1767,1,0,0,1,0
1768,1,0,0,1,0
1769,1,0,0,1,0
1770,1,0,0,1,0
1771,1,0,0,1,0
1772,1,0,0,1,0
1773,1,0,0,1,0
1774,1,0,0,1,0
1775,1,0,0,1,0
1776,1,0,0,1,0
1777,1,0,0,1,0
1778,1,0,0,1,0
1779,1,0,0,1,0
1780,1,0,0,1,0
1781,1,0,0,1,0
1782,1,0,0,1,0
1783,1,0,0,1,0
1784,1,0,0,1,0
1785,1,0,0,1,0
1786,1,0,0,1,0
1787,1,0,0,1,0
1788,1,0,0,1,0
1789,1,0,0,1,0
1790,1,0,0,1,0
1791,1,0,0,1,0
1792,1,0,0,1,0
1793,1,0,0,1,0
1794,1,0,0,1,0
1795,1,0,0,1,0
1796,1,0,0,1,0
1797,1,0,0,1,0
1798,1,0,0,1,0
1799,1,0,0,1,0
1800,1,0,0,1,0
1801,1,0,0,1,0
1802,1,0,0,1,0
1803,1,0,0,1,0
1804,1,0,0,1,0
1805,1,0,0,1,0
1806,1,0,0,1,0
1807,1,0,0,1,0
1808,1,0,0,1,0
1809,1,0,0,1,0
1810,1,0,0,1,0
1811,1,0,0,1,0
1812,1,0,0,1,0
1813,1,0,0,1,0
1814,1,0,0,1,0
1815,1,0,0,1,0
1816,1,0,0,1,0
1817,1,0,0,1,0
1818,1,0,0,1,0
1819,1,0,0,1,0
1820,1,0,0,1,0
1821,1,0,0,1,0
1822,1,0,0,2,1
1823,1,0,0,2,1
1824,1,0,0,2,1
1825,1,0,0,2,1
1826,1,0,0,2,1
1827,1,0,0,2,1
1828,1,0,0,2,1
1829,1,0,0,2,1
1830,1,0,0,2,1
1831,1,0,0,2,1
1832,1,0,0,2,1
1833,1,0,0,2,1
1834,1,0,0,2,1
1835,1,0,0,2,1
1836,1,0,0,2,1
1837,1,0,0,2,1
1838,1,0,0,2,1
1839,1,0,0,2,1
1840,1,0,0,2,1
1841,1,0,0,2,1
1842,1,0,0,2,1
1843,1,0,0,2,1
1844,1,0,0,2,1
1845,1,0,0,2,1
1846,1,0,1,0,0
1847,1,0,1,0,0
1848,1,0,1,0,0
1849,1,0,1,0,0
1850,1,0,1,0,0
1851,1,0,1,0,0
1852,1,0,1,0,0
1853,1,0,1,0,0
1854,1,0,1,0,0
1855,1,0,1,0,0
1856,1,0,1,0,0
1857,1,0,1,0,0
1858,1,0,1,0,0
1859,1,0,1,0,0
1860,1,0,1,0,0
1861,1,0,1,0,0
1862,1,0,1,0,0
1863,1,0,1,0,0
1864,1,0,1,0,0
1865,1,0,1,0,0
1866,1,0,1,0,0
1867,1,0,1,0,0
1868,1,0,1,0,0
1869,1,0,1,0,0
1870,1,0,1,0,0
1871,1,0,1,0,0
1872,1,0,1,0,0
1873,1,0,1,0,0
1874,1,0,1,0,0
1875,1,0,1,0,0
1876,1,0,1,0,0
1877,1,0,1,0,0
1878,1,0,1,0,0
1879,1,0,1,0,0
1880,1,0,1,0,0
1881,1,0,1,0,0
1882,1,0,1,0,0
1883,1,0,1,0,0
1884,1,0,1,0,0
1885,1,0,1,0,0
1886,1,0,1,0,0
1887,1,0,1,0,0
1888,1,0,1,0,0
1889,1,0,1,0,0
1890,1,0,1,0,0
1891,1,0,1,0,0
1892,1,0,1,0,0
1893,1,0,1,0,0
1894,1,0,1,0,0
1895,1,0,1,0,0
1896,1,0,1,0,0
1897,1,0,1,0,0
1898,1,0,1,0,0
1899,1,0,1,0,0
1900,1,0,1,0,0
1901,1,0,1,0,0
1902,1,0,1,0,0
1903,1,0,1,0,0
1904,1,0,1,0,0
1905,1,0,1,1,1
1906,1,0,1,1,1
1907,1,0,1,1,1
1908,1,0,1,1,1
1909,1,0,1,1,1
1910,1,0,1,1,1
1911,1,0,1,1,1
1912,1,0,1,1,1
1913,1,0,1,1,1
1914,1,0,1,1,1
1915,1,0,1,1,1
1916,1,0,1,1,1
1917,1,0,1,1,1
1918,1,0,1,1,1
1919,1,0,1,1,1
1920,1,0,1,1,1
1921,1,0,1,1,1
1922,1,0,1,1,1
1923,1,0,1,1,1
1924,1,0,1,1,1
1925,1,0,1,1,1
1926,1,0,1,1,1
1927,1,0,1,1,1
1928,1,0,1,1,1
1929,1,0,1,2,2
1930,1,0,1,2,2
1931,1,0,1,2,2
1932,1,0,1,2,2
1933,1,0,1,2,2
1934,1,0,1,2,2
1935,1,0,1,2,2
1936,1,0,1,2,2
1937,1,0,1,2,2
1938,1,0,1,2,2
1939,1,0,1,2,2
1940,1,0,1,2,2
1941,1,0,1,2,2
1942,1,0,1,2,2
1943,1,0,1,2,2
1944,1,0,1,2,2
1945,1,0,1,2,2
1946,1,0,1,2,2
1947,1,0,1,2,2
1948,1,0,1,2,2
1949,1,0,1,2,2
1950,1,0,1,2,2
1951,1,0,1,2,2
1952,1,0,1,2,2
1953,1,0,1,2,2
1954,1,0,1,2,2
1955,1,0,2,0,0
1956,1,0,2,0,0
1957,1,0,2,0,0
1958,1,0,2,0,0
1959,1,0,2,0,0
1960,1,0,2,0,0
1961,1,0,2,0,0
1962,1,0,2,0,0
1963,1,0,2,0,0
1964,1,0,2,0,0
1965,1,0,2,0,0
1966,1,0,2,0,0
1967,1,0,2,0,0
1968,1,0,2,0,0
1969,1,0,2,0,0
1970,1,0,2,0,0
1971,1,0,2,0,0
1972,1,0,2,0,0
1973,1,0,2,0,0
1974,1,0,2,0,0
1975,1,0,2,0,0
1976,1,0,2,0,0
1977,1,0,2,0,0
1978,1,0,2,0,0
1979,1,0,2,0,0
1980,1,0,2,0,0
1981,1,0,2,0,0
1982,1,0,2,0,0
1983,1,0,2,0,0
1984,1,0,2,0,0
1985,1,0,2,0,0
1986,1,0,2,0,0
1987,1,0,2,0,0
1988,1,0,2,0,0
1989,1,0,2,0,0
1990,1,0,2,0,0
1991,1,0,2,0,0
1992,1,0,2,0,0
1993,1,0,2,0,0
1994,1,0,2,0,0
1995,1,0,2,0,0
1996,1,0,2,0,0
1997,1,0,2,0,0
1998,1,0,2,0,0
1999,1,0,2,0,0
2000,1,0,2,0,0
2001,1,0,2,0,0
2002,1,0,2,0,0
2003,1,0,2,0,0
2004,1,0,2,0,0
2005,1,0,2,0,0
2006,1,0,2,0,0
2007,1,0,2,0,0
2008,1,0,2,0,0
2009,1,0,2,0,0
2010,1,0,2,0,0
2011,1,0,2,0,0
2012,1,0,2,0,0
2013,1,0,2,0,0
2014,1,0,2,1,1
2015,1,0,2,1,1
2016,1,0,2,1,1
2017,1,0,2,1,1
2018,1,0,2,1,1
2019,1,0,2,1,1
2020,1,0,2,1,1
2021,1,0,2,1,1
2022,1,0,2,1,1
2023,1,0,2,1,1
2024,1,0,2,1,1
2025,1,0,2,1,1
2026,1,0,2,1,1
2027,1,0,2,1,1
2028,1,0,2,1,1
2029,1,0,2,1,1
2030,1,0,2,1,1
2031,1,0,2,1,1
2032,1,0,2,1,1
2033,1,0,2,1,1
2034,1,0,2,1,1
2035,1,0,2,1,1
2036,1,0,2,1,1
2037,1,0,2,1,1
2038,1,0,2,2,2
2039,1,0,2,2,2
2040,1,0,2,2,2
2041,1,0,2,2,2
2042,1,0,2,2,2
2043,1,0,2,2,2
2044,1,0,2,2,2
2045,1,0,2,2,2
2046,1,0,2,2,2
2047,1,0,2,2,2
2048,1,0,2,2,2
2049,1,0,2,2,2
2050,1,0,2,2,2
2051,1,0,2,2,2
2052,1,0,2,2,2
2053,1,0,2,2,2
2054,1,0,2,2,2
2055,1,0,2,2,2
2056,1,0,2,2,2
2057,1,0,2,2,2
2058,1,0,2,2,2
2059,1,0,2,2,2
2060,1,0,2,2,2
2061,1,0,2,2,2
2062,1,0,2,2,2
2063,1,0,2,2,2
2064,1,0,3,0,1
2065,1,0,3,0,1
2066,1,0,3,0,1
2067,1,0,3,0,1
2068,1,0,3,0,1
2069,1,0,3,0,1
2070,1,0,3,0,1
2071,1,0,3,0,1
2072,1,0,3,0,1
2073,1,0,3,0,1
2074,1,0,3,0,1
2075,1,0,3,0,1
2076,1,0,3,0,1
2077,1,0,3,0,1
2078,1,0,3,0,1
2079,1,0,3,0,1
2080,1,0,3,0,1
2081,1,0,3,0,1
2082,1,0,3,0,1
2083,1,0,3,0,1
2084,1,0,3,0,1
2085,1,0,3,0,1
2086,1,0,3,0,1
2087,1,0,3,0,1
2088,1,0,3,1,2
2089,1,0,3,1,2
2090,1,0,3,1,2
2091,1,0,3,1,2
2092,1,0,3,1,2
2093,1,0,3,1,2
2094,1,0,3,1,2
2095,1,0,3,1,2
2096,1,0,3,1,2
2097,1,0,3,1,2
2098,1,0,3,1,2
2099,1,0,3,1,2
2100,1,0,3,1,2
2101,1,0,3,1,2
2102,1,0,3,1,2
2103,1,0,3,1,2
2104,1,0,3,1,2
2105,1,0,3,1,2
2106,1,0,3,1,2
2107,1,0,3,1,2
2108,1,0,3,1,2
2109,1,0,3,1,2
2110,1,0,3,1,2
2111,1,0,3,1,2
2112,1,0,3,1,2
2113,1,0,3,1,2
2114,1,0,3,2,3
2115,1,0,3,2,3
2116,1,0,3,2,3
2117,1,0,3,2,3
2118,1,0,3,2,3
2119,1,0,3,2,3
2120,1,0,3,2,3
2121,1,0,3,2,3
2122,1,0,3,2,3
2123,1,0,3,2,3
2124,1,0,3,2,3
2125,1,0,3,2,3
2126,1,0,3,2,3
2127,1,0,3,2,3
2128,1,0,3,2,3
2129,1,0,3,2,3
2130,1,0,3,2,3
2131,1,0,3,2,3
2132,1,0,3,2,3
2133,1,0,3,2,3
2134,1,0,3,2,3
2135,1,0,3,2,3
2136,1,0,3,2,3
2137,1,0,3,2,3
2138,1,0,3,2,3
2139,1,0,3,2,3
2140,1,0,3,2,3
2141,1,0,3,2,3
2142,1,0,3,2,3
2143,1,0,3,2,3
2144,1,0,3,2,3
2145,1,0,3,2,3
2146,1,0,3,2,3
2147,1,0,3,2,3
2148,1,0,3,2,3
2149,1,0,3,2,3
2150,1,0,3,2,3
2151,1,0,3,2,3
2152,1,0,3,2,3
2153,1,0,3,2,3
2154,1,0,3,2,3
2155,1,0,3,2,3
2156,1,0,3,2,3
2157,1,0,3,2,3
2158,1,0,3,2,3
2159,1,0,3,2,3
2160,1,0,3,2,3
2161,1,0,3,2,3
2162,1,0,3,2,3
2163,1,0,3,2,3
2164,1,0,4,0,1
2165,1,0,4,0,1
2166,1,0,4,0,1
2167,1,0,4,0,1
2168,1,0,4,0,1
2169,1,0,4,0,1
2170,1,0,4,0,1
2171,1,0,4,0,1
2172,1,0,4,0,1
2173,1,0,4,0,1
2174,1,0,4,0,1
2175,1,0,4,0,1
2176,1,0,4,0,1
2177,1,0,4,0,1
2178,1,0,4,0,1
2179,1,0,4,0,1
2180,1,0,4,0,1
2181,1,0,4,0,1
2182,1,0,4,0,1
2183,1,0,4,0,1
2184,1,0,4,0,1
2185,1,0,4,0,1
2186,1,0,4,0,1
2187,1,0,4,0,1
2188,1,0,4,1,3
2189,1,0,4,1,3
2190,1,0,4,1,3
2191,1,0,4,1,3
2192,1,0,4,1,3
2193,1,0,4,1,3
2194,1,0,4,1,3
2195,1,0,4,1,3
2196,1,0,4,1,3
2197,1,0,4,1,3
2198,1,0,4,1,3
2199,1,0,4,1,3
2200,1,0,4,1,3
2201,1,0,4,1,3
2202,1,0,4,1,3
2203,1,0,4,1,3
2204,1,0,4,1,3
2205,1,0,4,1,3
2206,1,0,4,1,3
2207,1,0,4,1,3
2208,1,0,4,1,3
2209,1,0,4,1,3
2210,1,0,4,1,3
2211,1,0,4,1,3
2212,1,0,4,1,3
2213,1,0,4,1,3
2214,1,0,4,1,3
2215,1,0,4,1,3
2216,1,0,4,1,3
2217,1,0,4,1,3
2218,1,0,4,1,3
2219,1,0,4,1,3
2220,1,0,4,1,3
2221,1,0,4,1,3
2222,1,0,4,1,3
2223,1,0,4,1,3
2224,1,0,4,1,3
